customer_id,customer_name,segment,city,country,state,region,postal_code
BS-11365,Bill Shonely,Corporate,New York City,United States,New York,East,10011
SH-20635,Stefanie Holloman,Corporate,Jackson,United States,Tennessee,South,38301
RD-19720,Roger Demir,Consumer,Daytona Beach,United States,Florida,South,32114
AG-10330,Alex Grayson,Consumer,Stockton,United States,California,West,95207
GR-14560,Georgia Rosenberg,Corporate,San Francisco,United States,California,West,94110
VS-21820,Vivek Sundaresam,Consumer,Los Angeles,United States,California,West,90036
TM-21490,Tony Molinari,Consumer,Oklahoma City,United States,Oklahoma,Central,73120
TS-21430,Tom Stivers,Corporate,Los Angeles,United States,California,West,90045
DB-13360,Dennis Bolton,Home Office,New York City,United States,New York,East,10009
NR-18550,Nick Radford,Consumer,Aurora,United States,Illinois,Central,60505
CS-11860,Cari Schnelling,Consumer,Jacksonville,United States,North Carolina,South,28540
MF-18250,Monica Federle,Corporate,Los Angeles,United States,California,West,90036
LW-17125,Liz Willingham,Consumer,Norwich,United States,Connecticut,East,6360
AR-10345,Alex Russell,Corporate,Lawrence,United States,Massachusetts,East,1841
KS-16300,Karen Seio,Corporate,Lehi,United States,Utah,West,84043
AB-10015,Aaron Bergman,Consumer,Seattle,United States,Washington,West,98103
LR-17035,Lisa Ryan,Corporate,Philadelphia,United States,Pennsylvania,East,19134
SS-20410,Shahid Shariari,Consumer,Los Angeles,United States,California,West,90008
JM-15580,Jill Matthias,Consumer,Monroe,United States,North Carolina,South,28110
JK-15325,Jason Klamczynski,Corporate,Dallas,United States,Texas,Central,75220
DM-13525,Don Miller,Corporate,Houston,United States,Texas,Central,77070
ML-18265,Muhammed Lee,Consumer,Seattle,United States,Washington,West,98103
MH-17290,Marc Harrigan,Home Office,Los Angeles,United States,California,West,90036
FC-14245,Frank Carlisle,Home Office,Lakewood,United States,Ohio,East,44107
TH-21115,Thea Hudgings,Corporate,Philadelphia,United States,Pennsylvania,East,19140
JK-16090,Juliana Krohn,Consumer,Omaha,United States,Nebraska,Central,68104
SB-20185,Sarah Brown,Consumer,Concord,United States,New Hampshire,East,3301
BG-11035,Barry Gonzalez,Consumer,Monroe,United States,Louisiana,South,71203
BW-11065,Barry Weirich,Consumer,Raleigh,United States,North Carolina,South,27604
MG-18205,Mitch Gastineau,Corporate,Jacksonville,United States,Florida,South,32216
DO-13645,Doug O'Connell,Consumer,Los Angeles,United States,California,West,90036
BP-11050,Barry Pond,Corporate,Cranston,United States,Rhode Island,East,2920
TS-21655,Trudy Schmidt,Consumer,Milwaukee,United States,Wisconsin,Central,53209
EM-14200,Evan Minnotte,Home Office,Virginia Beach,United States,Virginia,South,23464
AO-10810,Anthony O'Donnell,Corporate,Los Angeles,United States,California,West,90045
MH-17440,Mark Haberlin,Corporate,New York City,United States,New York,East,10035
SS-20515,Shirley Schmidt,Home Office,Louisville,United States,Kentucky,South,40214
LD-16855,Lela Donovan,Corporate,Chicago,United States,Illinois,Central,60653
VP-21760,Victoria Pisteka,Corporate,San Francisco,United States,California,West,94109
TC-21145,Theresa Coyne,Corporate,Lakewood,United States,New Jersey,East,8701
IM-15055,Ionia McGrath,Consumer,Roseville,United States,California,West,95661
AR-10570,Anemone Ratner,Consumer,Columbus,United States,Georgia,South,31907
CM-12715,Craig Molinari,Corporate,Huntsville,United States,Texas,Central,77340
FW-14395,Fred Wasserman,Corporate,Huntsville,United States,Alabama,South,35810
LC-16960,Lindsay Castell,Home Office,Arlington,United States,Virginia,South,22204
HE-14800,Harold Engle,Corporate,Chicago,United States,Illinois,Central,60623
BD-11560,Brendan Dodson,Home Office,Fresno,United States,California,West,93727
HD-14785,Harold Dahlen,Home Office,Philadelphia,United States,Pennsylvania,East,19143
CJ-11875,Carl Jackson,Corporate,Philadelphia,United States,Pennsylvania,East,19140
RS-19870,Roy Skaria,Home Office,Burlington,United States,Iowa,Central,52601
SC-20845,Sung Chung,Consumer,Arlington Heights,United States,Illinois,Central,60004
RE-19405,Ricardo Emerson,Consumer,Kent,United States,Ohio,East,44240
SM-20905,Susan MacKendrick,Consumer,Newark,United States,Ohio,East,43055
